date,maxtemp,mintemp,weather_rain,weather_snow,weather_sun
20020829,28.0,22.3,0.0,,6.0
20020830,28.6,22.8,0.0,,11.2
20020831,28.5,22.6,0.0,,9.0
20020901,27.9,22.3,0.0,,11.2
20020902,24.6,20.0,0.0,,4.2
20020903,27.6,20.9,0.0,,10.8
20020904,28.8,22.8,0.0,,7.3
20020905,27.8,22.6,0.0,,7.2
20020906,25.6,21.0,0.0,,4.0
20020907,27.3,20.6,0.01,,5.8
20020908,28.6,22.0,0.0,,10.7
20020909,29.0,22.1,0.0,,10.0
20020910,26.4,21.6,0.0,,5.5
20020911,24.6,20.1,0.0,,8.0
20020912,21.4,15.6,0.01,,9.0
20020913,15.7,13.4,0.02,,0.1
20020914,20.3,15.9,0.04,,8.6
20020915,16.8,14.2,0.12,,2.8
20020916,18.4,13.5,0.0,,7.5
20020917,16.6,13.8,0.0,,0.2
20020918,21.6,15.6,0.0,,2.3
20020919,23.9,17.1,0.01,,7.3
20020920,18.9,16.0,0.25,,0.2
20020921,20.4,16.3,0.01,,7.0
20020922,16.2,12.7,0.81,,0.0
20020923,16.6,13.2,0.61,,0.7
20020924,12.6,11.0,2.12,,0.0
20020925,12.1,10.3,0.23,,0.0
20020926,12.7,9.2,0.0,,5.5
20020927,14.6,11.0,0.0,,0.6
20020928,11.5,9.6,0.27,,0.0
20020929,17.2,12.7,0.0,,9.2
20020930,16.8,11.7,0.0,,9.4
20021001,18.2,12.0,0.0,,9.2
20021002,19.1,13.6,0.0,,8.9
20021003,17.9,12.9,0.0,,2.2
20021004,19.1,14.8,0.03,,3.0
20021005,15.9,12.4,0.0,,6.9
20021006,15.9,12.4,0.03,,0.0
20021007,13.0,9.5,0.0,,4.3
20021008,11.9,8.1,0.0,,3.4
20021009,12.3,8.9,0.07,,5.3
20021010,14.2,11.0,0.39,,3.7
20021011,12.6,10.8,1.03,,0.0
20021012,11.6,9.6,2.23,,0.0
20021013,9.9,6.7,0.42,,0.0
20021014,13.1,8.7,0.14,,2.3
20021015,12.4,10.7,0.0,,0.0
20021016,13.2,11.4,0.0,,0.0
20021017,22.3,15.8,0.29,,3.8
20021018,19.9,10.6,0.05,,1.1
20021019,14.1,9.2,0.0,,1.7
20021020,9.7,7.0,0.01,,2.7
20021021,13.3,8.8,0.0,,2.0
20021022,18.3,12.6,0.19,,2.5
20021023,21.1,14.7,0.22,,5.5
20021024,15.0,10.7,0.0,,2.0
20021025,12.3,8.9,0.27,,0.0
20021026,19.5,13.8,0.0,,4.1
20021027,16.7,13.3,0.02,,6.5
20021028,16.4,12.1,0.0,,5.8
20021029,11.8,8.3,0.0,,7.9
20021030,10.8,8.2,0.02,,0.1
20021031,9.0,7.5,0.0,,0.0
20021101,11.7,7.7,0.03,,1.4
20021102,11.2,9.2,0.17,,0.0
20021103,11.4,7.1,0.57,,1.2
20021104,7.1,1.9,0.45,,0.0
20021105,5.8,3.4,0.01,,2.5
20021106,3.5,2.5,0.0,,0.0
20021107,3.6,2.6,0.06,,0.0
20021108,4.9,3.4,0.0,,0.0
20021109,8.0,4.9,0.06,,0.0
20021110,8.2,6.1,0.0,,5.4
20021111,6.4,3.8,0.55,,0.0
20021112,13.7,8.9,0.15,,6.7
20021113,7.9,6.1,0.1,,0.0
20021114,18.5,11.9,0.0,,2.4
20021115,19.7,15.9,0.0,,3.1
20021116,18.7,16.6,0.06,,0.0
20021117,18.5,15.8,0.07,,0.9
20021118,18.0,14.3,0.0,,3.5
20021119,15.8,11.8,0.01,,2.6
20021120,13.1,9.4,0.0,,3.5
20021121,12.5,8.6,0.0,,2.5
20021122,10.6,8.3,0.32,,0.0
20021123,11.1,8.5,0.0,,1.2
20021124,9.2,6.2,0.0,,3.7
20021125,10.3,8.1,0.0,,1.8
20021126,12.1,8.9,0.0,,1.7
20021127,12.8,10.1,0.0,,0.9
20021128,12.5,8.9,0.0,,4.9
20021129,9.9,6.4,0.83,,0.5
20021130,7.6,6.0,0.09,,0.0
20021201,8.7,6.4,0.4,,1.1
20021202,6.1,5.4,0.63,,0.0
20021203,9.0,7.7,0.11,,0.0
20021204,10.1,8.9,0.04,,0.6
20021205,11.0,9.4,0.36,,0.0
20021206,10.4,8.1,0.4,,0.0
20021207,7.8,4.3,0.0,,0.0
20021208,3.9,0.4,0.0,,6.4
20021209,-0.7,-4.1,0.0,,2.4
20021210,-2.7,-6.0,0.0,,5.7
20021211,-3.4,-6.9,0.0,,5.5
20021212,-3.2,-5.3,0.0,,2.9
20021213,-1.3,-2.5,0.0,,0.0
20021214,0.5,-1.2,0.06,,0.9
20021215,-0.2,-1.3,0.28,,0.0
20021216,0.0,-0.8,0.07,,0.0
20021217,0.0,-0.7,0.48,,0.0
20021218,1.6,0.1,0.0,,0.0
20021219,2.0,-0.6,0.0,,6.3
20021220,-1.3,-4.0,0.0,,4.6
20021221,-1.0,-2.5,0.0,,0.0
20021222,1.6,-0.5,0.42,,1.1
20021223,0.3,-2.0,0.07,,0.0
20021224,-1.0,-3.3,0.0,,0.0
20021225,-3.7,-7.1,0.0,,5.5
20021226,-4.3,-6.7,0.1,,0.6
20021227,-5.2,-6.1,0.05,,0.2
20021228,0.9,-0.9,0.21,,0.0
20021229,5.6,3.6,0.26,,1.2
20021230,13.2,7.4,0.21,,0.0
20021231,14.0,5.0,0.42,,0.0
20030101,1.3,-2.0,0.01,,7.4
20030102,-0.2,-2.1,0.51,,0.0
20030103,12.1,8.3,0.0,,4.2
20030104,10.0,6.3,0.31,,1.3
20030105,6.6,1.2,0.15,,0.0
20030106,0.2,-4.5,0.23,,6.4
20030107,-3.4,-4.9,0.58,,0.0
20030108,-4.5,-7.8,0.02,,0.0
20030109,-5.4,-7.2,0.13,,0.0
20030110,-4.4,-5.5,0.19,,0.0
20030111,-1.8,-4.0,0.08,,0.0
20030112,-3.8,-8.2,0.0,,5.3
20030113,-5.4,-8.1,0.02,,0.7
20030114,-1.7,-2.8,0.0,,0.0
20030115,8.2,5.1,0.0,,6.6
20030116,4.4,1.3,0.0,,5.0
20030117,7.0,2.5,0.05,,5.7
20030118,-1.2,-4.6,0.0,,0.0
20030119,-0.1,-3.8,0.0,,3.8
20030120,-0.7,-2.1,0.0,,0.0
20030121,0.0,-1.9,0.0,,0.0
20030122,2.9,1.9,0.13,,0.0
20030123,5.9,3.0,0.0,,1.9
20030124,4.5,2.8,0.02,,0.0
20030125,7.9,4.1,0.0,,5.8
20030126,4.0,1.2,0.0,,0.0
20030127,3.1,1.3,0.23,,2.0
20030128,9.4,5.1,0.0,,0.0
20030129,6.8,3.4,0.0,,4.6
20030130,5.9,2.2,0.0,,5.5
20030131,2.6,0.4,0.03,,0.0
20030201,1.9,-0.2,0.0,,1.0
20030202,-0.8,-4.8,0.0,,7.9
20030203,-2.0,-5.2,0.72,,0.3
20030204,-2.6,-3.4,1.15,,0.0
20030205,1.2,-0.5,1.0,,0.0
20030206,0.7,-0.2,0.0,,0.0
20030207,-0.1,-2.1,0.0,,8.0
20030208,1.6,-2.4,0.0,,5.4
20030209,-0.1,-3.5,0.0,,0.0
20030210,1.5,0.0,0.01,,0.0
20030211,0.6,-1.6,0.07,,0.0
20030212,1.3,-2.9,0.0,,8.4
20030213,-1.0,-4.9,0.0,,8.1
20030214,1.2,-4.4,0.0,,8.2
20030215,-1.7,-4.0,0.0,,3.6
20030216,1.0,-0.9,0.0,,0.4
20030217,1.3,-2.9,0.0,,8.1
20030218,1.2,-3.1,0.0,,4.7
20030219,3.1,-0.4,0.0,,6.1
20030220,5.7,1.5,0.0,,6.2
20030221,4.7,2.9,0.0,,0.0
20030222,4.3,1.2,0.0,,8.9
20030223,5.3,0.2,0.0,,8.2
20030224,9.3,2.6,0.0,,8.5
20030225,3.8,-1.3,0.0,,7.1
20030226,0.9,-3.5,0.0,,6.7
20030227,3.7,-1.9,0.0,,7.6
20030228,6.4,0.8,0.0,,5.2
20030301,10.0,4.4,0.0,,6.0
20030302,7.1,3.3,0.0,,2.6
20030303,6.0,4.3,0.0,,0.0
20030304,5.4,3.8,0.0,,0.0
20030305,4.9,1.5,0.0,,0.2
20030306,5.6,1.5,0.0,,5.5
20030307,7.5,2.0,0.0,,8.0
20030308,7.2,3.5,0.0,,3.4
20030309,11.6,7.1,0.03,,2.2
20030310,12.6,8.4,0.0,,2.5
20030311,10.8,6.3,0.0,,0.0
20030312,16.6,8.7,0.0,,0.0
20030313,9.9,4.6,0.0,,7.0
20030314,3.8,1.9,0.0,,0.1
20030315,8.1,4.5,0.0,,7.5
20030316,9.0,5.5,0.0,,4.1
20030317,11.5,6.3,0.0,,9.1
20030318,10.3,6.8,0.0,,1.3
20030319,12.9,8.5,0.0,,7.6
20030320,10.6,6.4,0.0,,9.3
20030321,6.6,3.0,0.0,,10.0
20030322,4.6,0.7,0.0,,9.6
20030323,9.2,3.4,0.0,,9.8
20030324,16.6,9.4,0.0,,10.1
20030325,19.0,13.3,0.0,,9.4
20030326,19.8,14.0,0.0,,2.2
20030327,19.4,13.2,0.0,,7.6
20030328,19.6,12.7,0.0,,7.0
20030329,19.8,13.3,0.0,,3.5
20030330,19.9,13.8,0.0,,2.7
20030331,17.3,13.2,0.02,,5.9
20030401,13.4,9.3,0.0,,10.2
20030402,17.5,10.2,0.0,,5.6
20030403,12.6,9.3,0.0,,2.7
20030404,12.5,8.4,0.0,,4.6
20030405,11.4,5.7,0.05,,4.0
20030406,7.3,1.3,0.08,,7.1
20030407,5.1,0.9,0.0,,6.7
20030408,4.4,1.3,0.0,,3.1
20030409,6.6,2.7,0.0,,3.3
20030410,15.2,8.6,0.64,,5.4
20030411,12.1,7.2,0.0,,0.3
20030412,13.1,8.1,0.0,,1.6
20030413,17.5,12.4,0.0,,6.6
20030414,17.2,13.8,0.0,,3.5
20030415,19.5,14.8,0.0,,5.1
20030416,19.2,14.8,0.0,,9.4
20030417,18.3,14.0,0.0,,9.6
20030418,17.1,13.7,0.0,,8.0
20030419,16.5,12.3,0.0,,7.5
20030420,17.4,12.5,0.0,,8.8
20030421,18.8,13.1,0.0,,12.3
20030422,20.8,14.9,0.0,,8.5
20030423,19.5,13.7,0.31,,2.2
20030424,16.4,11.9,0.0,,2.7
20030425,19.9,14.0,0.0,,9.6
20030426,22.9,16.6,0.0,,10.8
20030427,20.6,14.0,0.26,,0.0
20030428,22.0,17.1,0.0,,10.7
20030429,25.2,18.4,0.0,,12.2
20030430,27.5,20.3,0.0,,9.2
20030501,23.4,20.0,0.0,,8.5
20030502,28.1,21.7,0.0,,9.0
20030503,25.7,18.9,0.0,,6.3
20030504,23.9,17.1,0.0,,12.9
20030505,27.4,19.3,0.0,,13.5
20030506,30.8,22.3,0.0,,13.5
20030507,32.4,24.6,0.0,,12.4
20030508,32.1,24.5,0.0,,12.9
20030509,29.2,24.1,0.0,,8.4
20030510,26.8,22.0,0.0,,10.2
20030511,28.9,22.6,0.0,,6.5
20030512,30.2,23.1,0.04,,10.5
20030513,30.1,22.9,0.02,,9.7
20030514,26.2,14.2,0.01,,9.1
20030515,17.6,12.8,0.0,,10.6
20030516,19.2,13.3,0.0,,12.3
20030517,21.7,15.6,0.0,,12.9
20030518,24.9,18.6,0.0,,11.2
20030519,27.2,21.3,0.0,,6.9
20030520,25.2,19.0,1.26,,9.3
20030521,16.4,13.1,0.59,,0.7
20030522,16.2,13.4,0.03,,0.0
20030523,23.2,18.0,0.0,,10.9
20030524,26.8,20.4,0.0,,10.7
20030525,28.8,22.7,0.0,,12.7
20030526,30.2,24.0,0.04,,12.0
20030527,30.4,24.1,0.0,,9.0
20030528,29.9,24.3,0.86,,8.2
20030529,27.4,22.9,0.0,,6.2
20030530,27.1,21.7,0.0,,11.9
20030531,29.2,22.8,0.0,,13.7
20030601,26.6,21.2,0.0,,5.3
20030602,25.6,21.2,0.01,,5.5
20030603,29.1,23.1,0.0,,11.7
20030604,30.4,24.7,0.0,,14.2
20030605,31.9,26.0,0.0,,13.1
20030606,33.6,27.0,0.0,,12.5
20030607,32.2,26.3,0.0,,8.8
20030608,32.6,27.3,0.0,,13.3
20030609,32.2,27.3,0.0,,13.1
20030610,31.9,26.9,0.0,,11.7
20030611,34.7,28.2,0.0,,12.6
20030612,32.6,28.4,0.0,,12.4
20030613,32.6,26.5,0.0,,10.5
20030614,29.2,25.2,0.76,,9.7
20030615,26.9,19.9,0.0,,3.6
20030616,25.5,20.8,0.07,,8.9
20030617,27.4,21.6,0.0,,11.8
20030618,26.5,19.9,0.04,,4.0
20030619,25.3,21.2,0.0,,9.5
20030620,25.6,21.3,0.1,,8.9
20030621,22.2,18.9,0.0,,12.7
20030622,24.9,19.9,0.0,,13.0
20030623,30.5,23.2,1.27,,10.3
20030624,30.4,24.7,0.25,,8.3
20030625,29.4,24.9,0.0,,12.2
20030626,26.0,20.8,0.0,,13.3
20030627,27.1,21.6,0.0,,13.8
20030628,28.3,22.8,0.0,,14.0
20030629,28.7,23.6,0.0,,7.3
20030630,32.1,26.1,0.0,,13.8
20030701,34.1,27.1,0.0,,12.5
20030702,31.9,21.8,0.12,,11.6
20030703,26.2,19.6,2.84,,5.8
20030704,26.2,21.4,0.01,,7.3
20030705,24.7,20.2,0.0,,8.6
20030706,24.4,20.2,0.0,,11.9
20030707,23.2,19.3,0.0,,14.1
20030708,24.4,20.0,0.0,,13.3
20030709,25.4,21.3,0.0,,13.3
20030710,25.7,21.7,0.0,,8.8
20030711,26.0,21.0,0.0,,12.0
20030712,27.4,21.9,0.0,,7.0
20030713,24.2,20.6,0.0,,8.5
20030714,26.3,20.6,0.0,,9.7
20030715,29.6,23.5,0.0,,12.3
20030716,31.8,25.1,0.0,,12.6
20030717,34.0,27.1,0.18,,9.8
20030718,31.1,19.9,0.94,,0.0
20030719,29.7,23.9,0.0,,5.8
20030720,30.0,25.0,0.0,,9.7
20030721,33.7,27.1,0.0,,13.3
20030722,31.6,26.2,0.0,,6.9
20030723,28.5,24.1,0.0,,3.0
20030724,31.6,25.0,0.0,,9.4
20030725,26.4,21.1,0.0,,2.1
20030726,29.0,23.3,0.0,,9.6
20030727,32.5,26.3,0.0,,13.1
20030728,31.7,26.8,0.41,,11.4
20030729,28.5,19.8,0.31,,1.0
20030730,23.5,19.6,0.47,,3.2
20030731,23.0,20.6,1.45,,1.3
20030801,29.8,24.6,0.0,,10.6
20030802,32.4,26.0,0.0,,13.0
20030803,33.0,27.2,0.0,,12.9
20030804,33.7,27.7,0.0,,12.7
20030805,33.3,28.0,0.0,,12.1
20030806,31.7,26.2,0.0,,13.1
20030807,28.9,24.4,0.0,,12.3
20030808,30.7,24.8,0.0,,13.4
20030809,31.1,25.4,0.0,,12.3
20030810,31.5,25.7,0.0,,12.7
20030811,29.1,23.9,0.0,,13.3
20030812,29.6,23.3,0.0,,12.4
20030813,35.5,27.8,0.0,,10.9
20030814,37.3,29.6,0.05,,7.3
20030815,27.2,23.6,0.0,,3.4
20030816,30.1,23.9,0.0,,8.2
20030817,31.5,26.0,0.0,,9.8
20030818,34.7,28.2,0.0,,10.9
20030819,32.3,24.6,0.0,,12.2
20030820,30.3,24.8,0.0,,12.4
20030821,30.5,24.5,0.0,,6.8
20030822,33.3,26.7,0.0,,9.9
20030823,32.5,27.8,0.0,,12.3
20030824,28.9,24.4,0.0,,12.7
20030825,26.6,21.8,0.0,,11.1
20030826,27.6,21.7,0.0,,12.3
20030827,30.6,24.8,0.0,,10.8
20030828,28.4,23.4,0.0,,9.8
20030829,34.8,27.1,0.0,,7.3
20030830,31.4,21.6,0.55,,4.4
20030831,23.2,16.2,0.58,,0.0
20030901,20.9,16.5,0.0,,11.5
20030902,18.9,15.3,0.0,,6.1
20030903,18.4,14.0,0.0,,10.5
20030904,20.3,15.5,0.0,,3.6
20030905,23.2,17.6,0.0,,10.3
20030906,23.1,18.0,0.0,,10.3
20030907,23.6,17.5,0.0,,9.5
20030908,24.5,19.0,0.0,,9.9
20030909,25.7,20.4,0.0,,5.0
20030910,22.9,19.4,0.0,,0.8
20030911,23.3,18.2,0.0,,8.1
20030912,17.3,14.5,0.0,,0.0
20030913,18.3,15.6,0.0,,0.8
20030914,21.9,17.0,0.0,,10.2
20030915,22.3,17.4,0.0,,11.1
20030916,23.4,17.6,0.0,,10.3
20030917,25.2,19.6,0.0,,11.0
20030918,26.4,20.0,0.0,,10.4
20030919,27.4,20.0,0.0,,10.6
20030920,29.0,20.9,0.0,,10.8
20030921,29.4,21.6,0.0,,9.8
20030922,29.7,21.6,0.0,,9.9
20030923,29.1,22.6,0.0,,9.4
20030924,25.2,15.2,0.36,,0.0
20030925,19.6,15.4,0.0,,9.3
20030926,20.3,14.5,0.0,,9.7
20030927,21.5,15.6,0.0,,8.3
20030928,22.5,16.8,0.0,,7.4
20030929,20.4,16.0,0.54,,0.0
20030930,18.9,14.7,0.0,,10.1
20031001,19.9,14.4,0.0,,7.3
20031002,24.6,19.2,0.0,,6.6
20031003,25.2,20.6,0.0,,5.6
20031004,22.2,17.1,0.47,,1.7
20031005,21.9,14.6,1.02,,1.9
20031006,13.7,10.5,0.0,,5.0
20031007,15.9,11.5,1.61,,2.9
20031008,12.6,9.3,0.01,,1.0
20031009,12.5,9.4,0.06,,3.4
20031010,12.8,10.6,0.0,,0.5
20031011,18.4,15.0,0.0,,4.1
20031012,15.6,12.6,0.0,,9.6
20031013,13.9,8.9,0.0,,9.3
20031014,13.7,8.7,0.0,,8.3
20031015,12.8,7.8,0.0,,9.1
20031016,9.2,5.5,0.01,,0.6
20031017,11.1,7.6,0.0,,7.2
20031018,11.2,6.2,0.0,,7.9
20031019,7.8,5.5,0.0,,0.0
20031020,10.6,7.8,1.35,,0.0
20031021,15.7,10.7,0.0,,1.3
20031022,9.9,7.2,0.0,,0.0
20031023,9.4,6.6,0.76,,0.1
20031024,6.9,1.6,0.09,,0.0
20031025,4.9,1.4,0.0,,7.6
20031026,9.0,4.9,0.0,,1.8
20031027,10.6,4.8,0.0,,4.4
20031028,7.4,3.3,0.0,,8.1
20031029,5.4,3.5,0.72,,0.1
20031030,6.5,5.7,2.04,,0.0
20031031,13.0,9.0,0.0,,2.7
20031101,18.2,13.6,2.89,,0.0
20031102,15.4,10.4,0.15,,0.0
20031103,15.2,9.4,0.0,,7.8
20031104,14.8,10.1,0.0,,8.6
20031105,13.7,8.7,0.0,,8.6
20031106,10.0,7.0,0.0,,2.1
20031107,8.3,7.3,0.14,,0.0
20031108,11.7,7.4,0.0,,8.1
20031109,12.9,6.5,0.0,,7.8
20031110,6.8,4.3,0.0,,2.6
20031111,6.8,3.7,0.0,,8.2
20031112,6.0,2.0,0.0,,8.1
20031113,6.4,1.6,0.0,,6.6
20031114,6.0,2.8,0.56,,4.7
20031115,5.2,3.1,0.0,,0.0
20031116,4.6,3.2,0.02,,0.0
20031117,8.3,6.5,0.01,,0.0
20031118,9.8,7.9,0.01,,0.4
20031119,16.6,12.7,0.0,,3.8
20031120,14.4,11.2,0.0,,6.4
20031121,9.6,5.6,0.0,,0.0
20031122,7.4,6.0,0.0,,0.0
20031123,8.9,6.1,0.01,,2.9
20031124,9.9,7.0,0.0,,2.0
20031125,10.8,8.9,0.0,,0.2
20031126,12.5,10.3,0.03,,0.0
20031127,14.0,11.0,0.04,,4.1
20031128,13.3,10.7,0.74,,2.7
20031129,12.6,9.7,0.03,,0.0
20031130,10.6,9.5,0.0,,0.0
20031201,10.5,8.5,0.0,,0.2
20031202,9.4,7.5,0.0,,0.0
20031203,8.8,5.4,0.0,,6.9
20031204,4.9,2.9,0.0,,5.0
20031205,4.7,3.0,0.0,,0.4
20031206,7.5,3.7,0.01,,0.5
20031207,4.1,1.1,0.0,,7.5
20031208,2.9,-0.9,0.0,,7.6
20031209,3.5,-0.5,0.0,,7.5
20031210,3.0,-0.6,0.0,,4.7
20031211,3.1,1.3,0.01,,1.6
20031212,7.4,3.2,0.0,,1.8
20031213,5.5,2.0,0.23,,4.4
20031214,6.0,2.0,0.0,,0.0
20031215,7.2,3.3,0.0,,2.8
20031216,3.1,0.8,0.0,,4.4
20031217,2.3,0.2,0.0,,7.6
20031218,6.7,3.2,0.0,,7.3
20031219,3.1,-0.4,0.0,,0.0
20031220,0.8,-0.9,0.0,,0.0
20031221,6.6,1.5,0.22,,0.0
20031222,7.0,5.1,0.0,,0.0
20031223,4.6,0.1,0.0,,6.3
20031224,0.9,-1.7,0.0,,7.5
20031225,1.4,-3.7,0.0,,7.7
20031226,1.3,-2.8,0.0,,7.1
20031227,-1.2,-4.6,0.0,,0.0
20031228,-0.9,-2.2,0.0,,0.0
20031229,3.2,1.7,0.0,,0.4
20031230,6.3,4.7,0.01,,0.2
20031231,8.5,6.3,0.03,,0.0
